75206,player,0.4,9.3823,-0.16875,0,1
75207,bullet1,0.8,9.3823,0.8,0,1
75211,player,1.44709,9.4814,0.220219,-0.12112,1
75211,bullet2,1.04709,9.4814,-0.8,-6.99382e-08,1
75212,bullet1,4.8,9.3823,0.8,0,1
75216,player,2.68488,10.7995,0.207367,0.517895,1
75217,bullet1,8.8,9.3823,0.8,0,1
75218,bullet3,3.70956,11.6268,0.8,0,1
75220,bullet4,3.52544,11.3049,-0.8,-6.99382e-08,1
75221,player,4.34895,11.26,0.42351,-0.0449475,1
75221,flyer1,16.5,9.023,-0.3,0,2
75222,bullet1,12.8,9.3823,0.8,0,1
75223,bullet3,7.70956,11.6268,0.8,0,1
75223,bullet5,3.73591,11.72,-0.8,-6.99382e-08,1
75225,bullet4,-0.474563,11.3049,-0.8,-6.99382e-08,1
75225,explosion1,15.2,9.3823,-0.3,0,1
75225,bullet6,4.49277,11.8132,0.8,0,1
75226,player,4.08675,11.8262,-0.00602466,0.0130102,1
75226,flyer1,15,9.023,-0.3,0,1
75227,bullet2,4.48404,11.8321,0.8,0,1
75228,bullet3,11.7096,11.6268,0.8,0,1
75228,bullet5,-0.264089,11.72,-0.8,-6.99382e-08,1
75230,bullet6,8.49277,11.8132,0.8,0,1
75230,bullet1,4.9714,11.8364,0.8,0,1
75231,player,4.63963,11.8367,0.0682326,0.000240075,1
75231,flyer1,13.5,9.023,-0.3,0,1
75232,bullet2,8.48404,11.8321,0.8,0,1
75233,bullet3,15.7096,11.6268,0.8,0,1
75235,bullet6,12.4928,11.8132,0.8,0,1
75235,bullet1,8.9714,11.8364,0.8,0,1
75236,player,4.35693,11.685,-0.336241,0.185629,1
75236,flyer1,12,9.023,-0.3,0,1
75237,bullet2,12.484,11.8321,0.8,0,1
75237,bullet4,3.80562,11.7685,-0.8,-6.99382e-08,1
75240,bullet1,12.9714,11.8364,0.8,0,1
75241,player,2.67155,11.1772,-0.526334,0.0562019,1
75241,flyer1,10.5,9.023,-0.3,0,1
75242,flyer2,16.5,9.023,-0.279253,-0.109626,2
75242,bullet4,-0.194383,11.7685,-0.8,-6.99382e-08,1
75243,flyer3,16.5,9.023,-0.234735,-0.186813,2
75243,bullet5,2.23874,10.7245,0.8,0,1
75244,bullet3,2.12243,10.6613,0.8,0,1
75245,bullet6,2.07009,10.6329,0.8,0,1
75246,player,1.64654,10.6201,-0.023552,-0.0128025,1
75246,flyer1,9,9.023,-0.3,0,1
75246,bullet2,2.04654,10.6201,0.8,0,1
75247,flyer2,15.1037,8.47486,-0.279253,-0.109626,2
75248,flyer3,15.3263,8.08893,-0.234735,-0.186813,2
75248,bullet5,6.23874,10.7245,0.8,0,1
75249,bullet3,6.12243,10.6613,0.8,0,1
75250,bullet6,6.0701,10.6329,0.8,0,1
75251,player,1.96513,10.9473,0.337065,0.337264,1
75251,flyer1,7.5,9.023,-0.3,0,1
75251,bullet2,6.04654,10.6201,0.8,0,1
75252,flyer2,13.7075,7.92673,-0.279253,-0.109626,2
75253,flyer3,14.1526,7.15486,-0.234735,-0.186813,2
75253,bullet5,10.2387,10.7245,0.8,0,1
75254,bullet3,10.1224,10.6613,0.8,0,1
75255,bullet6,10.0701,10.6329,0.8,0,1
75256,player,1.40895,11.4873,-0.483155,0.427255,1
75256,flyer1,5.99999,9.023,-0.3,0,1
75256,bullet2,10.0465,10.6201,0.8,0,1
75257,flyer2,12.3112,7.3786,-0.279253,-0.109626,2
75258,flyer3,12.979,6.2208,-0.234735,-0.186813,2
75258,bullet5,14.2387,10.7245,0.8,0,1
75259,bullet3,14.1224,10.6613,0.8,0,1
75260,bullet6,14.0701,10.6329,0.8,0,1
75261,player,1.35843,11.6785,0.328584,0.193509,1
75261,flyer1,4.49999,9.023,-0.3,0,1
75261,bullet2,14.0465,10.6201,0.8,0,1
75262,flyer2,10.9149,6.83047,-0.279253,-0.109626,2
75262,bullet4,1.90629,11.7656,0.8,0,1
75263,flyer3,11.8053,5.28673,-0.234735,-0.186813,2
75266,player,1.62231,11.933,0.00606331,-0.11755,1
75266,flyer1,2.99999,9.023,-0.3,0,1
75266,bullet1,2.02231,11.933,0.8,0,1
75267,flyer2,9.51867,6.28233,-0.279253,-0.109626,2
75267,bullet4,5.90629,11.7656,0.8,0,1
75267,bullet5,2.02504,11.8801,0.8,0,1
75268,flyer3,10.6316,4.35266,-0.234735,-0.186813,2
75269,bullet3,1.53745,12.335,0.8,0,1
75271,player,1.37621,12.7646,0.306857,0.366086,1
75271,flyer1,1.49999,9.023,-0.3,0,1
75271,bullet1,6.02231,11.933,0.8,0,1
75272,flyer2,8.12241,5.7342,-0.279253,-0.109626,2
75272,bullet4,9.9063,11.7656,0.8,0,1
75272,bullet5,6.02504,11.8801,0.8,0,1
75273,flyer3,9.45794,3.41859,-0.234735,-0.186813,2
75274,bullet3,5.53745,12.335,0.8,0,1
75276,player,1.96014,13.0586,0.343162,0.00675531,1
75276,flyer1,-6.4373e-06,9.023,-0.3,0,1
75276,bullet1,10.0223,11.933,0.8,0,1
75277,flyer2,6.72615,5.18607,-0.279253,-0.109626,2
75277,bullet4,13.9063,11.7656,0.8,0,1
75277,bullet5,10.025,11.8801,0.8,0,1
75278,flyer3,8.28426,2.48453,-0.234735,-0.186813,2
75279,bullet3,9.53745,12.335,0.8,0,1
75281,player,1.30975,13.99,-0.361922,0.368379,1
75281,bullet1,14.0223,11.933,0.8,0,1
75282,flyer2,5.32988,4.63794,-0.279253,-0.109626,2
75282,bullet5,14.025,11.8801,0.8,0,1
75283,flyer3,7.11058,1.55046,-0.234735,-0.186813,2
75283,bullet6,1.4736,14.2303,0.8,0,1
75284,bullet3,13.5374,12.335,0.8,0,1
