588974,player,11.7262,7.91123,-0.3375,0.3375,1
588976,bullet1,11.9059,8.13145,0.8,0,1
588978,bullet2,11.8613,8.17605,0.8,0,1
588979,player,11.4551,8.18227,-0.00622782,0.00622782,1
588979,bullet3,11.8551,8.18227,0.8,0,1
588981,bullet1,15.9059,8.13145,0.8,0,1
588982,bullet4,11.3611,7.62919,0.8,0,1
588983,bullet2,15.8613,8.17605,0.8,0,1
588984,player,10.3723,8.07434,-0.182745,0.13815,1
588984,bullet3,15.8551,8.18227,0.8,0,1
588984,bullet5,10.7723,8.07434,0.8,0,1
588985,bullet6,10.69,8.13651,0.8,0,1
588987,bullet4,15.3611,7.62919,0.8,0,1
588989,player,9.07932,8.25363,-0.102471,-0.080982,1
588989,bullet5,14.7723,8.07434,0.8,0,1
588989,bullet1,9.47932,8.25363,0.8,0,1
588990,bullet6,14.69,8.13651,0.8,0,1
588990,bullet2,9.43321,8.21719,0.8,0,1
588992,bullet3,9.40312,8.19341,0.8,0,1
588993,bullet4,9.39892,8.19009,0.8,0,1
588994,player,8.99702,7.8511,-0.00189087,-0.338994,1
588994,bullet1,13.4793,8.25363,0.8,0,1
588995,bullet2,13.4332,8.21719,0.8,0,1
588997,bullet3,13.4031,8.19341,0.8,0,1
588998,flyer1,16.5,5.62366,-0.3,0,2
588998,bullet4,13.3989,8.19009,0.8,0,1
588998,bullet5,9.39554,7.58511,0.8,0,1
588999,player,8.65801,7.91636,-0.337535,0.331245,1
589000,bullet6,8.90612,8.06542,0.8,0,1
589003,flyer1,15,5.62366,-0.3,0,2
589003,flyer2,16.5,5.62366,-0.295884,0.0495268,2
589003,bullet5,13.3955,7.58511,0.8,0,1
589003,bullet1,8.79317,7.61854,0.8,0,1
589004,player,8.38694,7.5939,-0.00622847,-0.0246423,1
589004,bullet2,8.78694,7.5939,0.8,0,1
589005,bullet6,12.9061,8.06542,0.8,0,1
589008,flyer1,13.5,5.62366,-0.3,0,2
589008,flyer2,15.0206,5.8713,-0.295884,0.0495268,2
589008,bullet1,12.7932,7.61854,0.8,0,1
589008,bullet3,8.29268,8.06394,0.8,0,1
589009,player,7.82422,7.79433,-0.0684587,-0.269611,1
589009,bullet2,12.7869,7.5939,0.8,0,1
589010,bullet4,8.19341,7.673,0.8,0,1
589013,flyer1,12,5.62366,-0.3,0,2
589013,flyer2,13.5412,6.11893,-0.295884,0.0495268,2
589013,bullet3,12.2927,8.06394,0.8,0,1
589013,bullet5,8.65988,7.65113,0.8,0,1
589014,player,8.32696,7.60856,0.0670805,-0.0425641,1
589014,bullet6,8.72696,7.60856,0.8,0,1
589015,bullet4,12.1934,7.673,0.8,0,1
589018,flyer1,10.5,5.62366,-0.3,0,2
589018,flyer2,12.0618,6.36656,-0.295884,0.0495268,2
589018,bullet3,16.2927,8.06394,0.8,0,1
589018,bullet5,12.6599,7.65113,0.8,0,1
589019,player,7.48561,8.40125,-0.404606,0.48859,1
589019,bullet6,12.727,7.60856,0.8,0,1
589020,bullet4,16.1934,7.673,0.8,0,1
589020,bullet1,7.70354,8.62112,0.8,0,1
589022,bullet2,7.09536,8.2752,0.8,0,1
589023,flyer1,9,5.62366,-0.3,0,2
589023,flyer2,10.5823,6.6142,-0.295884,0.0495268,2
589023,bullet3,7.01043,8.2269,0.8,0,1
589024,player,6.23471,8.54266,-0.375721,0.315761,1
589025,bullet1,11.7035,8.62112,0.8,0,1
589025,bullet4,6.46563,8.68475,0.8,0,1
589027,bullet2,11.0954,8.2752,0.8,0,1
589028,flyer1,7.5,5.62366,-0.3,0,2
589028,flyer2,9.10292,6.86183,-0.295884,0.0495268,2
589028,bullet3,11.0104,8.2269,0.8,0,1
589029,player,6.49069,9.35396,0.0614106,0.0741704,1
589030,bullet1,15.7035,8.62112,0.8,0,1
589030,bullet4,10.4656,8.68475,0.8,0,1
589031,bullet5,6.93076,9.40235,0.8,0,1
589032,bullet2,15.0954,8.2752,0.8,0,1
589033,flyer1,5.99999,5.62366,-0.3,0,2
589033,flyer2,7.6235,7.10946,-0.295884,0.0495268,2
589033,bullet3,15.0104,8.2269,0.8,0,1
589034,player,5.98229,9.97124,-0.0672105,0.0697124,1
589034,bullet6,6.38229,9.97124,0.8,0,1
589035,bullet4,14.4656,8.68475,0.8,0,1
589036,bullet5,10.9308,9.40235,0.8,0,1
589038,flyer1,4.49999,5.62366,-0.3,0,2
589038,flyer2,6.14409,7.3571,-0.295884,0.0495268,2
589038,bullet1,5.74108,8.94809,0.8,0,1
589039,player,4.9885,9.20469,-0.35258,0.256603,1
589039,bullet6,10.3823,9.97124,0.8,0,1
589040,bullet2,5.22984,9.32016,0.8,0,1
589041,bullet5,14.9308,9.40235,0.8,0,1
589043,flyer1,2.99999,5.62366,-0.3,0,2
589043,flyer2,4.66467,7.60473,-0.295884,0.0495268,2
589043,bullet1,9.74108,8.94809,0.8,0,1
589044,player,4.21598,9.41077,-0.158381,0.00473505,1
589044,bullet6,14.3823,9.97124,0.8,0,1
589045,bullet2,9.22984,9.32016,0.8,0,1
589048,flyer1,1.49999,5.62366,-0.3,0,2
589048,flyer2,3.18525,7.85236,-0.295884,0.0495268,2
589048,bullet1,13.7411,8.94809,0.8,0,1
589048,bullet3,4.42336,9.48283,0.8,0,1
589049,player,4.05803,9.44533,0.0346665,-0.0375017,1
589050,bullet2,13.2298,9.32016,0.8,0,1
589053,flyer1,-6.4373e-06,5.62366,-0.3,0,2
589053,flyer2,1.70583,8.1,-0.295884,0.0495268,2
589053,bullet3,8.42336,9.48283,0.8,0,1
589053,bullet4,5.04295,8.26971,0.8,0,1
