pattern,rating,events,pattern_str
"1.2886816,0.0,0.0,0.0,0.0,-0.71697503,0.27181718,-0.52229154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.8015237410376996,[62],
"1.2886816,0.0,0.0,0.0,2.3289669,-0.71697503,0.27181718,-0.52229154,0.0,-0.6697112,0.023132589,-0.75596917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.41675,"[62, 99]",
"-0.72536874,0.0,0.0,0.0,1.3802646,-0.16909714,-0.7110477,0.08483516,-0.33403897,-0.8824318,-0.067088775,-0.24877949,0.031984445,-0.8951258,-0.12434049,0.3826263,0.0,0.09906393,0.023132589,-1.1185676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4011449999999996,"[38, 47, 23, 28]",a.x >  1104 and a.z >  13432 and b.x = c.x and b.y = c.y and  and 
"2.3289669,0.0,0.0,0.0,-1.8909727,-0.015778381,0.022670442,0.022670442,-0.33403897,0.09654366,-1.0300498,1.4321237,0.0,0.09654366,-0.15281029,-1.2856798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.658725,"[99, 24, 23]",b.x not = c.x and  and 
"2.3289669,0.0,0.0,0.0,-1.8909727,-0.015778381,0.022670442,0.022670442,-0.33403897,0.09654366,-1.0300498,1.4321237,-1.5355209,0.09654366,-0.15281029,-1.2856798,-1.5355209,0.9194731,-0.19493155,0.14155324,0.0,-1.0436906,-0.09474405,-0.29976577,0.0,0.0,0.0,0.0,0.0",2.8841225,"[99, 24, 23, 64, 64]",b.x not = c.x and  and 
"1.1799061,0.0,0.0,0.0,2.3289669,0.16500047,-0.15281029,0.16500047,0.40952712,-1.2856798,-1.117357,0.37772566,0.0,0.14155324,0.30749157,-0.16909714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.6405,"[8, 99, 59]",
"1.1799061,0.0,0.0,0.0,2.3289669,0.16500047,-0.15281029,0.16500047,0.40952712,-1.2856798,-1.117357,0.37772566,-1.098836,0.14155324,0.30749157,-0.16909714,1.3802646,0.09835113,-1.0300498,1.2835903,0.0,-0.9048647,-0.12434049,-0.6467658,0.0,0.0,0.0,0.0,0.0",3.1701125,"[8, 99, 59, 98, 47]",c.z = d.z and d.x > a.x and d.z > a.z and 
"1.2914593,0.0,0.0,0.0,0.0,-1.068299,0.3826263,-1.0300498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.1118531607663764,[53],
"1.2914593,0.0,0.0,0.0,-1.3819078,-1.068299,0.3826263,-1.0300498,0.40952712,-0.99862635,-0.53377193,-0.98270786,-1.6578484,-0.53377193,-2.4476323,0.44347414,0.0,2.5268621,-1.0436906,-0.9253808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.91775,"[53, 67, 59, 13]",a.x not > c.x and a.y not > c.y and a.z not > c.z and c.x = d.x and c.y = d.y and c.z = d.z and 
"1.2914593,0.0,0.0,0.0,-1.3819078,-1.068299,0.3826263,-1.0300498,0.40952712,-0.99862635,-0.53377193,-0.98270786,-1.6578484,-0.53377193,-2.4476323,0.44347414,-1.123997,2.5268621,-1.0436906,-0.9253808,1.1799061,-0.067088775,-0.9729392,-0.19493155,0.0,-0.9729392,0.09906393,1.0762814,0.0",2.9802249999999995,"[53, 67, 59, 13, 88, 8]",a.x not > c.x and a.y not > c.y and a.z not > c.z and c.x = d.x and c.y = d.y and c.z = d.z and d.x not > e.x and d.z not > e.z and e.x not < d.x and e.z not < d.z and 
"-0.33872107,0.0,0.0,0.0,-0.070608616,0.14566936,0.36356637,0.3338896,0.0,-0.71697503,-0.75596917,-0.98270786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.6799999999999997,"[19, 16]",
"-0.33872107,0.0,0.0,0.0,-0.070608616,0.14566936,0.36356637,0.3338896,-1.3819078,-0.71697503,-0.75596917,-0.98270786,-0.115377866,-0.29976577,0.37772566,-1.117357,0.5431461,0.30749157,-0.3826559,-0.9718148,0.0,-0.15281029,-0.29976577,0.48229048,0.0,0.0,0.0,0.0,0.0",2.578205,"[19, 16, 67, 66, 75]",c.x > b.x and c.y > b.y and c.z > b.z and d.z < b.z and 
"0.07186032,0.0,0.0,0.0,0.0,0.48229048,-0.12434049,1.0762814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.0869971135311103,[4],
"0.07186032,0.0,0.0,0.0,-1.8909727,0.48229048,-0.12434049,1.0762814,0.0,0.041776538,-1.068299,-0.99862635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.70725,"[4, 24]",
"0.07186032,0.0,0.0,0.0,-1.8909727,0.48229048,-0.12434049,1.0762814,0.07186032,0.041776538,-1.068299,-0.99862635,-0.96977776,-1.117357,1.2236638,0.09654366,-1.098836,0.30749157,0.16500047,-0.20177868,0.0,0.71676135,0.64671177,-0.8951258,0.0,0.0,0.0,0.0,0.0",5.0720925,"[4, 24, 4, 58, 98]",b.x not = c.x and b.y not = c.y and b.z not = c.z and d.x <  30305 and d.y <  19572 and d.z <  467 and 
"-1.8909727,0.0,0.0,0.0,-0.3344689,0.3826263,-1.1185676,-0.30625215,-0.5897593,-0.93888766,-1.2856798,-0.75596917,1.1799061,-0.6467658,2.3448942,2.3926182,0.0,0.14155324,-0.77519804,-0.52229154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1038750000000004,"[24, 57, 10, 8]",a.x not = c.x and a.y not = c.y and a.z not = c.z and 
"-0.070608616,0.0,0.0,0.0,-0.33403897,0.30749157,-0.52229154,0.48229048,0.031984445,-0.12434049,-0.9048647,-0.9718148,0.0,-0.9253808,1.0762814,-0.8951258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.573675,"[16, 23, 28]",a.x not > b.x and a.y not > b.y and a.z not > b.z and b.x not < c.x and b.y not < c.y and b.z not < c.z and 
"-0.72536874,0.0,0.0,0.0,1.1799061,-0.52229154,0.023132589,0.8112008,0.0,-0.09474405,0.64671177,-0.77519804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4299999999999997,"[38, 8]",a.x >  35912 and a.y >  39696 and a.z >  2120 and 
"-0.72536874,0.0,0.0,0.0,1.1799061,-0.52229154,0.023132589,0.8112008,0.45882073,-0.09474405,0.64671177,-0.77519804,0.0,-0.13429125,-0.09474405,-1.0300498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1879999999999997,"[38, 8, 63]",a.x >  35912 and a.y >  39696 and a.z >  2120 and 
"-0.72536874,0.0,0.0,0.0,1.1799061,-0.52229154,0.023132589,0.8112008,0.45882073,-0.09474405,0.64671177,-0.77519804,0.19997138,-0.13429125,-0.09474405,-1.0300498,-0.7233058,0.14155324,-0.067088775,1.3581961,0.0,1.2835903,-2.4476323,0.022670442,0.0,0.0,0.0,0.0,0.0",3.6771125,"[38, 8, 63, 44, 73]",a.x >  35912 and a.y >  39696 and a.z >  2120 and c.x not = d.x and c.z not = d.z and 
"0.031984445,0.0,0.0,0.0,1.1799061,-0.15281029,-0.75596917,0.3208557,0.7370892,-0.15281029,-0.29976577,-0.08274135,0.14028104,-1.1185676,-0.3826559,-0.98270786,-1.5571032,-0.37033734,0.64671177,-0.30625215,0.0,-2.4476323,-0.30625215,-0.8824318,0.0,0.0,0.0,0.0,0.0",2.9584595,"[28, 8, 105, 100, 49]",c.x not < a.x and c.z not < a.z and d.x not > a.x and d.z not > a.z and 
"0.031984445,0.0,0.0,0.0,1.1799061,-0.15281029,-0.75596917,0.3208557,0.7370892,-0.15281029,-0.29976577,-0.08274135,0.14028104,-1.1185676,-0.3826559,-0.98270786,-1.5571032,-0.37033734,0.64671177,-0.30625215,0.7370892,-2.4476323,-0.30625215,-0.8824318,0.0,0.16500047,-0.015778381,-1.2800248,0.0",3.000222,"[28, 8, 105, 100, 49, 105]",a.x < f.x and a.y < f.y and a.z < f.z and b.x not = f.x and b.y not = f.y and b.z not = f.z and c.x not < a.x and c.z not < a.z and d.x not > a.x and d.z not > a.z and e.x > f.x and e.y > f.y and e.z > f.z and 
"0.07186032,0.0,0.0,0.0,-0.070608616,0.022670442,-0.19493155,-0.28443396,-0.07110275,-0.71947646,1.2236638,-0.5521587,-1.3819078,-1.1185676,0.48229048,0.37772566,0.07186032,-1.1185676,-0.99862635,-0.71947646,0.0,0.14566936,-0.99862635,-0.067088775,0.0,0.0,0.0,0.0,0.0",4.3035499999999995,"[4, 16, 74, 67, 4]",c.x not > d.x and c.y not > d.y and c.z not > d.z and d.x > b.x and d.y > b.y and d.z > b.z and 
"1.4795207,0.0,0.0,0.0,0.19997138,0.64671177,-0.5521587,-1.2856798,0.0,-1.1185676,0.3826263,-1.117357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.41675,"[71, 44]",
"1.4795207,0.0,0.0,0.0,0.19997138,0.64671177,-0.5521587,-1.2856798,1.1799061,-1.1185676,0.3826263,-1.117357,0.0,-0.15281029,0.5239316,0.27181718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5959499999999998,"[71, 44, 8]",
