pattern,rating,events,actions,conds,pattern_str
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.52999699261867,['player'],"['=', '>', 'not>', 'vnot>']","['and', 'or', 'and', 'and']",a.vy not> value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11.407965997242098,"['player', 'bullet1']","['=', '>', 'not>', 'vnot>', 'not<', 'vnot<', 'v<', '=']","['and', 'or', 'and', 'and', 'and', 'or', 'and', 'and']",a.vy not> value AND b.y not< 0 or b.vx < 3
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",18.443562396640143,"['player', 'flyer3', 'finish']","['=', 'not<', 'vnot=', 'not=', 'not>', '>', '=', 'v<', 'not>', 'not<', 'not=', 'v<']","['and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or']",a.x = c.x or a.vx not= value or a.vy not= b.vy AND b.y > c.y or b.vy < 5 AND c.vy < value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1998152652684455,['player'],"['=', 'not<', 'v<', 'not=']","['and', 'and', 'or', 'or']",a.vx < value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11.639251744047822,"['player', 'flyer7', 'bullet4']","['=', 'not<', 'v<', 'not=', '<', 'not>', 'not<', 'v<', 'vnot<', '=', 'not<', 'not<']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or']",a.vx < value AND b.vy < 0 AND c.x not< 2
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",35.5697913674937,"['player', 'flyer7', 'bullet4', 'finish']","['=', 'not<', 'v<', 'not=', '<', 'not>', 'not<', 'v<', 'vnot<', '=', 'not<', 'not<', 'vnot<', 'not>', '>', 'v<']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and']",a.x = d.x and a.vx < value AND b.y not> d.y or b.vy < 0 AND c.x not< 2 or c.vx not< d.vx AND d.x not< value or d.vy < value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.169349624694666,['player'],"['=', '=', '=', 'vnot<']","['and', 'or', 'and', 'and']",a.vy not< value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9.98941144448104,"['player', 'flyer6']","['=', '=', '=', 'vnot<', 'vnot>', '=', 'not=', 'v>']","['and', 'or', 'and', 'and', 'and', 'and', 'and', 'and']",a.vy not< value AND b.x not> 5 and b.vy > value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.332217902679247,['player'],"['=', '>', 'v=', 'not>']","['and', 'or', 'or', 'and']",a.vx = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.983510071470129,"['player', 'bullet3']","['=', '>', 'v=', 'not>', '<', 'not=', 'vnot=', 'not=']","['and', 'or', 'or', 'and', 'or', 'and', 'and', 'or']",a.vx = value AND b.vx not= value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.5966140048003896,['player'],"['=', 'v=', 'not>', '=']","['and', 'and', 'or', 'or']",a.y = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",18.17804665642,"['player', 'finish']","['=', 'v=', 'not>', '=', '<', '<', 'not=', 'v<']","['and', 'and', 'or', 'or', 'and', 'and', 'and', 'or']",a.x = b.x and a.y = value AND b.vy < value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.515385044129811,['player'],"['=', '<', 'vnot=', 'not>']","['and', 'or', 'and', 'and']",a.vx not= value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8.733333326883374,"['player', 'bullet5']","['=', '<', 'vnot=', 'not>', 'vnot=', '<', 'not=', 'not<']","['and', 'or', 'and', 'and', 'or', 'or', 'or', 'or']",a.vx not= value AND b.x not= 6
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",18.829960325118567,"['player', 'bullet5', 'finish']","['=', '<', 'vnot=', 'not>', 'vnot=', '<', 'not=', 'not<', 'not=', '<', 'not<', 'v=']","['and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or']",a.x = c.x or a.vx not= value AND b.x not= 6 AND c.vy = value
